timestamp,open,high,low,close,volume
1741392000000,139.3,141.02,135.19,136.92,1898975.1
1741478400000,136.93,139.82,125.53,126.4,4109212.25
1741564800000,126.45,131.36,115.38,118.18,6352871.65
1741651200000,118.23,128.46,112.15,125.25,6464027.9
1741737600000,125.26,131.2,121.11,126.56,3381306.33
1741824000000,126.55,128.91,120.73,123.32,3448738.86
1741910400000,123.31,135.93,122.9,133.43,3070849.96
1741996800000,133.43,136.47,132.38,135.8,1106685.77
1742083200000,135.8,136.66,125.14,126.06,2672406.54
1742169600000,126.07,130.55,125.43,127.94,2913935.92
1742256000000,127.94,128.1,121.67,125.29,3526274.19
1742342400000,125.28,135.99,124.08,135.27,3792614.28
1742428800000,135.28,136.11,126.56,127.54,3002661.06
1742515200000,127.51,130.15,124.77,128.45,2457514.23
1742601600000,128.41,131.8,127.73,128.42,1836274.14
1742688000000,128.43,133.96,128.14,132.78,1807123.84
1742774400000,132.79,145.04,132.02,140.98,3824753.48
1742860800000,140.96,147.42,138.12,143.58,3226078.82
1742947200000,143.6,145.46,135.87,137.29,2726053.65
1743033600000,137.31,140.18,135.58,138.4,2063733.77
1743120000000,138.4,138.99,127.67,129.42,3161827.93
1743206400000,129.42,130.46,122.69,124.46,3079405.14
1743292800000,124.47,127.03,122.87,124.67,2084331.08
1743379200000,124.75,127.8,122.53,124.51,4147380.08
1743465600000,124.51,130.45,123.77,126.65,3722747.22
1743552000000,126.65,136.19,117.1,117.32,7086692.66
1743638400000,117.32,120.81,112.16,117.02,6555254.64
1743724800000,117.07,123.91,113.23,122.71,6801113.14
1743811200000,122.66,122.73,117.05,120.23,2253408.45
1743897600000,120.24,121.08,103.72,105.84,5827842.61
1743984000000,105.84,112.83,95.333,106.94,12798150.7
1744070400000,106.92,112.52,102.91,105.24,7532238.21
1744156800000,105.27,120.67,101.24,118.97,9692633.53
1744243200000,118.97,119.25,108.37,112.75,5499240.22
1744329600000,112.75,122.6,112.09,121.36,4249172.36
1744416000000,121.35,133.97,119.37,132.21,6222123.14
1744502400000,132.15,133.88,125.26,128.32,5548593.87
1744588800000,128.33,136.0,127.96,129.32,6926633.21
1744675200000,129.38,134.43,125.7,126.04,5562187.15
1744761600000,126.03,133.74,123.39,131.24,7507686.41
1744848000000,131.24,136.14,129.37,134.76,6978190.28
1744934400000,134.76,135.89,132.36,133.91,2586540.3
1745020800000,133.91,140.36,133.41,139.78,3636301.64
1745107200000,138.14,138.41,135.51,137.81,1642797.24
1745193600000,137.81,143.12,133.71,136.45,5026895.83
1745280000000,136.45,150.09,134.47,148.62,7191105.38
1745366400000,148.7,154.11,147.05,151.05,5143765.4
1745452800000,151.04,152.86,145.21,152.53,4890389.64
1745539200000,152.54,157.08,149.78,150.75,4590372.52
1745625600000,150.75,153.1,147.68,149.17,1985031.11
1745712000000,149.17,150.32,145.4,147.87,2001977.32
1745798400000,147.87,153.31,144.55,147.71,4313862.86
1745884800000,147.73,150.3,144.89,146.22,2983887.21
1745971200000,146.17,148.71,140.26,147.58,5257463.14
1746057600000,147.63,153.99,147.62,150.84,3639694.08
1746144000000,150.81,151.8,147.29,148.02,2679929.15
1746230400000,148.01,149.04,145.77,146.68,1688980.6
1746316800000,146.65,147.76,143.6,143.93,1457600.16
1746403200000,143.89,147.69,142.5,146.67,2141445.72
1746489600000,146.67,147.25,141.4,146.92,2097205.56
1746576000000,146.92,149.53,144.65,147.32,2607541.25
1746662400000,147.32,164.74,147.09,164.62,5836456.45
1746748800000,164.61,176.33,161.24,172.94,7820835.59
1746835200000,172.93,179.08,168.81,178.1,3448416.45
1746921600000,178.11,180.3,169.52,173.4,4608685.87
1747008000000,173.37,181.62,168.39,174.38,6692106.23
1747094400000,174.39,185.0,166.19,183.94,5212573.85
1747180800000,183.9,184.97,173.19,176.59,5486193.55
1747267200000,176.59,178.35,166.7,169.1,6039860.61
1747353600000,169.12,174.18,166.36,167.4,5128015.67
1747440000000,167.39,169.94,163.83,165.86,2635328.49
1747526400000,165.89,176.87,164.7,173.47,4372224.2
1747612800000,173.48,174.05,159.31,166.8,5155664.04
1747699200000,166.82,173.14,164.47,168.63,4711892.22
1747785600000,168.65,176.41,165.57,173.74,6661084.51
1747872000000,173.74,180.89,172.57,179.74,4440129.41
1747958400000,179.74,187.82,173.38,174.04,6900471.72
1748044800000,174.01,178.28,172.6,175.85,2323474.3
1748131200000,175.87,176.91,169.01,175.66,3625426.7
1748217600000,175.66,178.96,173.38,174.78,2463986.46
1748304000000,174.8,179.45,170.95,176.8,5040735.97
1748390400000,176.79,177.52,168.67,172.15,3729884.25
1748476800000,172.15,175.25,165.91,166.59,3605686.18
1748563200000,166.59,167.36,155.26,156.14,4930313.44
1748649600000,156.13,157.89,152.1,156.35,2973599.59
1748736000000,156.37,157.98,150.58,157.71,3460589.12
1748822400000,157.72,158.97,151.78,156.87,3536565.27
1748908800000,156.86,163.62,154.14,155.14,5767799.17
1748995200000,155.14,157.92,152.91,153.2,3190543.43
1749081600000,153.21,154.57,141.48,144.27,6313182.42
1749168000000,144.26,152.4,144.18,147.75,3194127.61
1749254400000,147.73,152.79,146.91,149.98,1422524.73
1749340800000,149.98,155.18,147.87,152.38,2050254.98
1749427200000,152.39,161.75,149.53,161.13,4036831.08
1749513600000,161.12,165.77,156.33,165.24,5839169.1
1749600000000,165.23,168.46,159.24,161.02,5550155.25
1749686400000,161.03,161.3,152.04,152.37,3885687.18
1749772800000,152.37,152.6,140.93,148.56,6570000.19
1749859200000,148.56,148.65,141.87,144.52,3326207.26
1749945600000,144.52,153.42,144.12,152.91,4645416.2
