timestamp,open,high,low,close,volume
1757808000000,242.38,249.66,242.21,246.94,991485.06
1757822400000,246.94,248.32,244.51,246.35,734390.99
1757836800000,246.34,248.08,245.46,245.98,464963.86
1757851200000,245.98,246.57,241.42,243.78,888232.72
1757865600000,243.78,248.45,242.01,242.4,943129.64
1757880000000,242.39,244.7,239.25,239.69,1067196.87
1757894400000,239.69,243.36,239.09,242.61,861032.53
1757908800000,242.61,244.03,236.09,237.94,733791.04
1757923200000,237.95,238.06,231.65,236.53,1577590.8
1757937600000,236.53,238.15,232.03,233.09,1031368.1
1757952000000,233.05,234.84,230.23,233.11,1354432.44
1757966400000,233.16,235.54,232.87,234.5,491830.21
1757980800000,234.5,236.0,233.1,235.24,579550.46
1757995200000,235.23,237.21,233.11,235.91,410261.82
1758009600000,235.91,237.09,234.92,235.57,297947.99
1758024000000,235.57,238.28,231.47,237.99,1610806.17
1758038400000,238.0,241.16,236.42,238.0,1420969.05
1758052800000,238.01,239.13,236.66,237.11,357168.85
1758067200000,237.14,238.0,234.01,234.18,453020.44
1758081600000,234.23,238.2,233.4,237.87,454791.18
1758096000000,237.86,237.87,233.8,234.33,425605.84
1758110400000,234.33,236.17,233.76,234.07,470767.66
1758124800000,234.07,239.16,232.44,238.88,2358322.81
1758139200000,238.87,246.82,236.11,244.93,1972195.25
1758153600000,244.97,247.98,244.25,246.86,734014.4
1758168000000,246.86,247.12,242.74,244.86,666834.48
1758182400000,244.86,247.29,244.52,246.09,303285.83
1758196800000,246.1,249.14,245.06,248.39,1001019.85
1758211200000,248.4,253.6,247.65,248.53,1681734.19
1758225600000,248.53,249.39,246.13,247.72,678567.63
1758240000000,247.71,248.78,244.8,245.2,632006.58
1758254400000,245.19,246.04,243.11,244.01,969795.08
1758268800000,244.01,245.01,240.34,241.08,600597.89
1758283200000,241.08,242.87,236.03,237.71,1610090.25
1758297600000,237.72,239.14,235.16,236.14,926195.7
1758312000000,236.14,239.07,236.14,238.77,585535.95
1758326400000,238.77,240.19,237.52,238.22,379055.98
1758340800000,238.22,239.91,237.89,239.91,233273.19
1758355200000,239.86,239.86,236.98,238.28,230501.46
1758369600000,238.29,241.32,237.11,240.25,327416.51
1758384000000,240.25,241.24,238.01,238.74,363088.82
1758398400000,238.74,240.45,238.53,239.61,231847.86
1758412800000,239.61,241.9,239.11,241.9,226929.13
1758427200000,241.91,241.95,239.59,240.06,243437.0
1758441600000,240.06,240.29,237.18,238.79,380100.65
1758456000000,238.8,240.46,237.86,238.1,314263.41
1758470400000,238.1,238.59,236.2,238.15,571185.99
1758484800000,238.14,238.29,235.45,236.34,415041.28
1758499200000,236.32,237.13,230.5,232.9,1395113.75
1758513600000,232.9,233.23,209.88,221.9,2591336.34
1758528000000,221.9,222.83,219.33,221.52,932132.55
1758542400000,221.51,224.1,220.0,220.79,802686.52
1758556800000,220.8,221.56,216.73,217.12,945361.22
1758571200000,217.13,221.15,216.5,220.46,592876.27
1758585600000,220.46,221.48,212.23,216.94,1229604.89
1758600000000,216.94,220.3,213.95,218.96,556248.62
1758614400000,218.97,220.86,217.87,219.36,365684.67
1758628800000,219.32,220.66,217.0,219.25,656943.33
1758643200000,219.24,221.6,214.13,214.49,1105979.95
1758657600000,214.44,216.66,213.15,213.18,663225.67
1758672000000,213.19,216.4,207.25,208.43,1575852.4
1758686400000,208.42,211.33,204.79,210.54,1619165.0
1758700800000,210.56,212.56,209.75,212.29,410307.96
1758715200000,212.31,216.24,211.38,213.57,737459.54
1758729600000,213.58,215.47,212.4,213.12,376254.03
1758744000000,213.12,213.19,210.66,211.58,385483.59
