timestamp,open,high,low,close,volume
1741392000000,2140.0,2233.2,2103.5,2202.6,351242.8559
1741478400000,2202.6,2211.1,1987.6,2019.2,775830.9713
1741564800000,2019.1,2155.1,1807.5,1864.3,1491150.972
1741651200000,1864.3,1962.1,1756.0,1922.5,1122734.7976
1741737600000,1922.5,1970.0,1827.1,1907.3,1698167.4556
1741824000000,1907.1,1919.8,1820.8,1863.6,643182.0886
1741910400000,1863.7,1944.6,1860.5,1910.4,281933.6503
1741996800000,1910.1,1955.9,1902.3,1936.3,137886.9876
1742083200000,1936.4,1939.9,1861.0,1886.0,269594.0443
1742169600000,1886.2,1951.1,1878.8,1924.8,278140.0087
1742256000000,1924.9,1935.8,1871.4,1931.5,302053.3229
1742342400000,1931.2,2069.1,1927.3,2055.6,525387.7119
1742428800000,2055.8,2067.2,1951.6,1982.9,382418.9155
1742515200000,1983.0,1996.5,1935.5,1964.7,336166.8448
1742601600000,1964.9,2006.2,1963.7,1979.6,261779.9027
1742688000000,1979.6,2020.0,1975.5,2005.4,280944.3197
1742774400000,2005.5,2102.0,1976.2,2080.1,464924.895
1742860800000,2080.0,2097.1,2036.6,2065.3,370718.9418
1742947200000,2065.3,2077.8,1980.4,2008.4,377250.6426
1743033600000,2008.4,2036.4,1986.3,2002.7,187112.8231
1743120000000,2002.7,2014.7,1860.9,1895.8,490456.9135
1743206400000,1895.8,1913.1,1797.4,1826.9,395588.1165
1743292800000,1826.8,1847.7,1768.5,1806.9,283978.6385
1743379200000,1807.1,1853.7,1775.8,1821.2,529397.9119
1743465600000,1821.4,1927.7,1816.9,1904.3,422040.6822
1743552000000,1904.3,1954.7,1780.0,1794.0,611013.8282
1743638400000,1794.0,1844.2,1749.9,1815.8,522547.5536
1743724800000,1816.1,1834.4,1757.7,1816.1,600603.3928
1743811200000,1815.7,1826.4,1766.2,1805.2,188340.7574
1743897600000,1805.3,1816.2,1536.0,1579.3,1091863.7646
1743984000000,1579.4,1640.0,1415.0,1552.1,1725192.13
1744070400000,1552.1,1618.2,1446.3,1472.1,1135211.0459
1744156800000,1472.1,1687.7,1382.3,1668.5,1756684.8241
1744243200000,1668.4,1668.7,1472.3,1521.4,896548.311
1744329600000,1521.3,1589.7,1503.2,1565.8,563746.5153
1744416000000,1565.8,1668.0,1545.5,1643.6,700517.9452
1744502400000,1643.6,1661.4,1551.8,1597.0,830584.1006
1744588800000,1597.0,1691.1,1594.8,1623.1,751516.7402
1744675200000,1623.2,1659.9,1582.1,1587.7,820331.9999
1744761600000,1587.7,1611.5,1537.9,1576.5,927455.4789
1744848000000,1576.2,1615.8,1562.5,1582.6,549485.3101
1744934400000,1582.6,1600.0,1572.5,1587.5,245772.7068
1745020800000,1587.5,1628.0,1584.0,1612.0,269672.0583
1745107200000,1579.1,1599.4,1564.8,1586.4,233517.0259
1745193600000,1586.4,1657.7,1562.1,1579.1,933153.0434
1745280000000,1579.1,1786.9,1540.0,1755.0,1515608.011
1745366400000,1755.0,1835.4,1744.2,1794.0,1098218.9609
1745452800000,1794.1,1801.7,1722.6,1768.8,603920.1155
1745539200000,1768.9,1826.0,1738.0,1783.2,638011.2586
1745625600000,1783.5,1838.3,1778.2,1820.0,470230.9504
1745712000000,1819.9,1856.1,1782.0,1790.0,354183.4832
1745798400000,1789.9,1826.3,1743.3,1798.9,871238.2362
1745884800000,1798.8,1841.5,1779.5,1796.8,659108.6331
1745971200000,1796.9,1815.5,1731.8,1793.7,748724.3518
1746057600000,1793.6,1872.4,1792.5,1837.5,708666.5637
1746144000000,1837.6,1868.0,1812.5,1841.3,384097.6875
1746230400000,1841.3,1848.2,1809.3,1832.7,242219.0319
1746316800000,1832.7,1849.3,1802.1,1807.9,438784.9913
1746403200000,1808.0,1832.8,1781.3,1819.0,482354.4191
1746489600000,1819.0,1820.2,1751.4,1816.7,574830.3924
1746576000000,1816.6,1849.0,1786.4,1811.2,764060.9759
1746662400000,1811.0,2229.8,1808.7,2209.8,1581163.9674
1746748800000,2209.9,2491.9,2186.4,2347.0,1523750.6856
1746835200000,2347.0,2602.5,2320.9,2585.7,893330.7562
1746921600000,2585.8,2606.9,2440.1,2516.5,784422.1354
1747008000000,2516.5,2626.0,2412.4,2496.8,1087293.8458
1747094400000,2496.9,2740.3,2416.0,2679.9,1045561.684
1747180800000,2679.9,2725.8,2548.5,2609.4,968901.1394
1747267200000,2609.5,2647.1,2476.0,2547.9,842284.8971
1747353600000,2548.0,2648.0,2527.7,2535.6,623317.5342
1747440000000,2535.6,2535.6,2445.4,2474.1,617834.7831
1747526400000,2474.3,2589.2,2317.1,2499.7,1015885.4955
1747612800000,2499.8,2550.0,2350.1,2529.0,844673.6912
1747699200000,2529.1,2591.2,2443.5,2525.8,1221713.9194
1747785600000,2525.9,2618.6,2450.5,2554.3,1468589.2431
1747872000000,2553.8,2693.8,2548.7,2668.1,915729.1549
1747958400000,2668.1,2739.3,2500.0,2526.6,1094121.0402
1748044800000,2526.6,2576.0,2515.3,2529.2,266033.1735
1748131200000,2530.3,2553.8,2462.3,2550.9,577481.9043
1748217600000,2550.9,2600.6,2526.7,2564.6,355432.9344
1748304000000,2564.6,2714.0,2510.3,2661.3,805609.2726
1748390400000,2661.4,2689.0,2597.2,2682.3,681981.2772
1748476800000,2682.3,2790.2,2619.5,2631.9,1101104.0674
1748563200000,2631.8,2648.9,2508.0,2531.4,1049898.075
1748649600000,2531.3,2551.2,2478.2,2529.0,508723.1782
1748736000000,2528.9,2549.4,2470.3,2540.2,360538.3128
1748822400000,2540.3,2617.8,2477.3,2609.7,586362.1799
1748908800000,2609.7,2656.3,2577.1,2591.5,638046.382
1748995200000,2591.5,2680.7,2582.7,2608.7,728284.411
1749081600000,2608.9,2642.2,2392.2,2413.2,1205298.4905
1749168000000,2413.1,2529.7,2384.6,2475.0,647317.6953
1749254400000,2475.1,2541.4,2456.4,2524.3,323601.357
1749340800000,2524.3,2549.2,2492.5,2508.9,273208.94
1749427200000,2509.0,2697.2,2477.5,2682.3,624911.3296
1749513600000,2682.3,2828.6,2656.9,2819.1,976591.2408
1749600000000,2819.0,2881.6,2741.8,2771.3,997370.5661
1749686400000,2771.3,2784.1,2615.7,2641.2,1095811.1138
1749772800000,2641.5,2643.4,2434.2,2578.5,1560193.1807
1749859200000,2578.6,2578.9,2487.1,2529.4,375241.7228
1749945600000,2529.4,2557.5,2491.0,2546.6,353749.3827
1750032000000,2546.5,2679.6,2514.0,2543.0,886775.6464
1750118400000,2543.0,2617.4,2452.7,2508.0,939883.3025
1750204800000,2508.0,2547.7,2465.6,2523.7,773800.4105
1750291200000,2523.7,2546.5,2482.8,2519.5,497612.4276
1750377600000,2519.5,2567.2,2364.3,2404.9,794928.0564
1750464000000,2404.8,2446.0,2216.0,2295.2,685161.6892
1750550400000,2295.3,2313.2,2113.4,2226.3,1125579.2379
1750636800000,2226.3,2434.7,2187.2,2411.1,1433030.6734
1750723200000,2411.0,2481.5,2375.0,2447.0,762755.425
1750809600000,2447.0,2467.3,2388.0,2416.8,642826.0407
1750896000000,2416.9,2519.1,2393.4,2414.3,620893.9887
1750982400000,2414.4,2461.7,2381.1,2422.1,511809.2272
1751068800000,2422.2,2447.5,2404.0,2435.1,166496.5371
1751155200000,2435.1,2524.8,2406.2,2500.4,263818.1454
1751241600000,2500.4,2523.6,2434.3,2485.1,514731.9448
1751328000000,2485.1,2499.9,2384.3,2403.6,526935.2304
1751414400000,2403.5,2616.4,2373.0,2569.7,868832.2624
1751500800000,2569.8,2635.5,2556.1,2589.9,545417.104
1751587200000,2589.9,2601.8,2474.4,2508.0,617358.772
1751673600000,2508.1,2529.8,2487.4,2516.4,260237.3905
1751760000000,2516.5,2604.9,2503.5,2570.3,420527.5928
1751846400000,2570.4,2591.4,2516.1,2542.7,500430.8815
1751932800000,2542.6,2627.8,2524.2,2615.7,498372.6297
1752019200000,2615.8,2800.0,2590.3,2770.0,856273.7424
1752105600000,2770.0,3001.0,2756.8,2953.0,1116835.3608
1752192000000,2953.1,3042.7,2916.5,2960.6,1133579.3142
1752278400000,2960.7,2981.5,2904.7,2944.1,403064.53
1752364800000,2944.1,3021.8,2937.0,2973.6,474986.8524
1752451200000,2973.6,3085.0,2965.1,3016.7,982736.5451
1752537600000,3016.7,3146.6,2931.4,3140.9,1556534.1776
1752624000000,3141.0,3425.8,3103.8,3374.0,1500109.5668
1752710400000,3374.0,3527.7,3311.2,3481.3,1539419.4889
1752796800000,3481.3,3678.0,3461.8,3546.4,1703726.6588
1752883200000,3546.3,3609.8,3507.0,3593.6,591998.0841
1752969600000,3593.5,3829.1,3581.0,3761.2,1321782.4262
1753056000000,3761.2,3862.6,3706.0,3765.0,1374061.9952
1753142400000,3764.9,3803.4,3620.6,3749.8,1415544.2604
1753228800000,3749.7,3766.7,3530.7,3631.7,1153408.6469
1753315200000,3631.7,3773.7,3505.7,3707.8,1318319.0997
1753401600000,3707.8,3749.7,3575.0,3729.2,1373563.6002
1753488000000,3729.3,3797.6,3703.9,3744.3,503069.0353
1753574400000,3744.3,3880.0,3733.6,3875.7,719472.3495
1753660800000,3875.9,3945.6,3754.8,3796.8,1064532.244
1753747200000,3796.8,3885.4,3715.0,3794.2,1071380.3185
1753833600000,3794.1,3833.0,3650.0,3811.1,955398.9699
1753920000000,3811.2,3878.7,3679.0,3697.1,958958.8893
1754006400000,3697.2,3723.5,3427.8,3486.2,1734431.7438
1754092800000,3486.2,3535.7,3365.7,3392.2,957048.1806
1754179200000,3392.2,3519.3,3352.0,3494.3,583221.1754
1754265600000,3494.4,3735.6,3490.0,3720.0,1065943.6613
1754352000000,3720.0,3720.0,3541.2,3609.6,985618.0872
1754438400000,3609.6,3697.6,3562.1,3681.4,751349.5869
1754524800000,3681.4,3928.9,3645.3,3912.3,1144302.0677
1754611200000,3912.4,4074.1,3880.8,4012.0,1345929.2334
